,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_raiz4,CloruroSodico_exp,Densidad_raiz4,pH_ident,Sulfatos_raiz4,Alcohol_sqr,CalifProductor_ident,PrecioBotella_raiz4,aleatorio_raiz4,aleatorio2_log,Compra
3471,-1.17,-0.17,52.7,1.252,0.9936,2.79,0.45,8.8,1,1.0,M,*,3.0,0.0,0.017391224733209087,0.28830492602764346,0.8800999999999999,1.1994933134354915,3.49554602420369,8.689366180795696,1.1754643014558455,4.020099999999999,1.269835642138463,77.44176001000001,1.0001,1.1892219798129464,0.36425212958466674,-1.2431902668445138,1
3472,-0.24,-0.19,-38.8,0.077,0.96315,3.16,0.79,3.9,3,2.93,M,Desc,2.0,0.0,0.5852806261939122,0.8998497479441812,1.8100999999999998,1.1965855704530965,2.7572881061229277,2.6834411980889126,1.1707489607026451,4.3901,1.309454840875561,15.21078001,3.0001,1.4079943116586355,0.8747430063931365,-0.10535240673216177,0
3473,0.52,-1.22,-37.3,-0.572,0.97792,5.56,2.35,8.5,1,1.77,M,**,1.0,0.0,0.09855233065011448,0.28121124628526106,2.5701,1.0049875621120892,2.7750055524678867,1.4022807244665974,1.1730432741025707,6.790099999999999,1.4564834065840702,72.25170001,1.0001,1.2901014454400852,0.5605969769544286,-1.2680890274304786,1
3474,0.79,1.15,-32.95,0.042,0.99684,4.35,0.38,10.6,2,2.08,R,**,1.0,7.6923076923076925,0.3805150762985988,0.22157276897613098,2.8401,1.356916511810606,2.8245532881985205,2.5911453550833476,1.1759627042648002,5.5801,1.2612013346324789,112.36212000999998,2.0001,1.3247721945267767,0.785513453840444,-1.506293414404762,1
3475,0.24,0.29,-13.7,0.023,1.07238,3.25,1.88,15.4,2,1.14,B,**,2.0,0.0,0.5712418151142459,0.9881741701011494,2.2901000000000002,1.2612013346324789,3.0174408368007013,2.542378346979088,1.1874073306022386,4.4801,1.4168665768547284,237.16308001000002,2.0001,1.2095073636525944,0.8694515951654992,-0.011736888375244298,1
3476,0.98,-0.82,-30.7,0.383,1.00704,1.46,0.42,12.5,2,4.5,B,Desc,3.0,0.0,0.12814914915964704,0.3708890124556139,3.0301,1.0916407317018377,2.8491907019855716,3.644065667666422,1.1775276263527463,2.6901,1.2661568398219183,156.25250001,2.0001,1.5314141176985543,0.5985617399891903,-0.9914277186592484,1
3477,0.29,0.21,32.15,0.043,1.00397,2.42,1.86,10.1,2,2.45,MM,Desc,3.0,7.6923076923076925,0.7729044276059406,0.46168725062122296,2.3401,1.2511113170905905,3.3685026531733433,2.5937377964430737,1.177057271866009,3.6501,1.4151054406307986,102.01202000999999,2.0001,1.3628809489462794,0.9376943892527129,-0.772526373472014,1
3478,0.42,0.48,9.85,0.034,0.94537,2.58,0.29,10.0,6,1.22,M,*,3.0,0.0,0.21087696954190405,0.5832602320843832,2.4701,1.2842400737095656,3.2120812215934595,2.5704988882244884,1.1679690711184516,3.8101000000000003,1.249832766442518,100.00200000999999,6.0001,1.2206555615733703,0.677823656550876,-0.5388517417201103,1
3479,-0.96,0.47,4.5,-0.358,0.96284,3.24,1.1,10.6,4,6.28,MM,Desc,1.0,0.0,0.5308300806067869,0.805827852822059,1.0900999999999998,1.283058118665015,3.170939064208444,1.7368966737045024,1.1707006618032023,4.4701,1.3426851352899023,112.36212000999998,4.0001,1.6426095226241957,0.8536549601159986,-0.2156896471350819,0
3480,0.71,0.38,10.5,0.044,1.04702,1.87,0.25,14.4,3,2.57,R,**,2.0,7.6923076923076925,0.636589008462745,0.1224696911352362,2.7601,1.2722705276128494,3.216973394018106,2.596332831540813,1.1836021237590018,3.1001000000000003,1.2446789196447394,207.36288001,3.0001,1.3745802360684547,0.8933076380153285,-2.0986060839650214,1
3481,0.28,0.49,1.0,-0.457,0.9936,3.13,1.06,10.0,4,2.03,MM,Desc,1.0,0.0,0.3987415710555672,0.2931227568246175,2.3301000000000003,1.2854187742853884,3.143131605466679,1.5731814967982096,1.1754643014558455,4.360099999999999,1.3385347189289332,100.00200000999999,4.0001,1.319362816879954,0.7947504226006712,-1.2266264483039873,0
3482,0.38,0.28,-60.6,-0.848,0.96755,2.3,0.24,10.7,1,2.23,R,****,2.0,7.6923076923076925,0.6419187585802015,0.833154681942962,2.4301,1.2599532861839393,2.44949144381595,1.0640687462824956,1.1714338498224428,3.5301,1.2433804025104693,114.49214000999999,1.0001,1.3406147455887614,0.895170948116317,-0.1823468786407875,1
3483,0.53,2.88,-1.9,-0.352,1.00723,3.54,0.47,11.8,3,1.08,M,**,2.0,16.666666666666664,0.12026416331096312,0.8735730945689564,2.5801000000000003,1.5042485821086784,3.1195188152296436,1.7473493805090414,1.1775567177245145,4.770099999999999,1.2722705276128494,139.24236001,3.0001,1.2009392901105276,0.5891499872361752,-0.13498313768237988,1
3484,0.6,2.77,-28.3,-0.37,0.95704,2.85,-0.49,10.1,3,4.59,MB,***,1.0,0.0,0.7263613227005112,0.5003315755392188,2.6501,1.4961033610018566,2.8747847666590856,1.7161784714513972,1.1697959007416634,4.0801,1.1350985329980674,102.01202000999999,3.0001,1.5376408004340683,0.923251368180307,-0.6921694074204872,1
3485,0.32,0.83,10.7,0.162,1.00744,3.34,-0.4,9.5,2,1.0,R,Desc,2.0,0.0,0.12274661722283409,0.6226615562959104,2.3701,1.3236956157170054,3.2184741970353272,2.9215082298409976,1.1775888688376681,4.5701,1.150179747448051,90.25190001,2.0001,1.1892219798129464,0.5921617090547118,-0.47349916124235275,1
3486,0.36,0.03,22.0,0.065,0.99472,1.98,0.62,8.9,3,6.96,R,Desc,3.0,0.0,0.8737475000855592,0.7036736708145858,2.4101,1.227471019263607,3.300055651540429,2.651432340959983,1.1756366605402693,3.2101,1.2901014454400852,79.21178001,3.0001,1.6796919116039235,0.9668807377797167,-0.35121669455980653,0
3487,0.89,0.3,-14.2,0.04,0.99021,3.47,0.27,13.6,3,3.77,R,**,3.0,0.0,0.9974631346242385,0.21493352028235146,2.9401,1.2624456889436466,3.012880695030027,2.585968243210757,1.1749421448655353,4.7001,1.2472638291459033,184.96272001,3.0001,1.4778551553151258,0.9994184403385846,-1.5366937572807329,1
3488,0.25,1.33,28.1,0.043,0.99524,4.54,0.28,16.5,2,2.64,R,***,2.0,0.0,0.1379115538404263,0.09719025346207555,2.3001,1.3745802360684547,3.34169416578271,2.5937377964430737,1.1757166586384997,5.770099999999999,1.2485502799234645,272.25330001,2.0001,1.3812692024999391,0.6096315728252181,-2.3294651095080074,1
3489,1.645,1.53,-41.1,0.086,0.9946,3.17,1.36,5.9,4,1.12,B,*,2.0,0.0,0.17057742620130356,0.73144686929949,3.6951,1.3934398211024863,2.7294393058709328,2.707701175013249,1.1756181971213207,4.4001,1.3687680911517008,34.81118001,4.0001,1.2066715864692208,0.6428589008261985,-0.312515321726432,0
3490,-0.17,-0.01,-7.1,0.055,0.99605,2.76,-0.19,9.8,3,1.74,MM,*,2.0,0.0,0.9124739127581846,0.10835225661012071,1.8800999999999999,1.2220277960864727,3.0757843307642685,2.6250501483645987,1.175841238540723,3.9901,1.183231048371444,96.04196001000001,3.0001,1.2865942412251632,0.9774181847477397,-2.2209147254904207,1
3491,1.17,0.29,-52.6,-0.394,0.99061,4.43,1.39,12.3,2,1.15,R,**,3.0,7.6923076923076925,0.1865330508977351,0.9939299897590991,3.2201,1.2612013346324789,2.575511040257861,1.6754805170721714,1.1750037924938952,5.6601,1.3716833988698627,151.29246001,2.0001,1.210917804469813,0.6573742013465476,-0.005930007916017308,1
3492,1.15,0.21,1.65,0.117,1.07238,3.11,1.84,8.5,3,4.33,R,**,3.0,0.0,0.7145261388214409,0.9440552686758331,3.2001,1.2511113170905905,3.1483517664217486,2.792954510882671,1.1874073306022386,4.3401,1.4133377044060271,72.25170001,3.0001,1.5194409937294533,0.9194684648372732,-0.057403694607162874,1
3493,0.17,0.32,46.0,0.048,1.0083,3.5,-0.39,16.3,2,1.05,R,**,3.0,0.0,0.9993060971522034,0.26608126747262106,2.2201,1.264923416533519,3.4556516574869063,2.606738961251562,1.1777205078340063,4.7301,1.1518192586186833,265.69326001,2.0001,1.1965855704530963,0.9998796663728435,-1.3233615624982489,1
3494,0.3,0.09,5.2,0.05,0.99304,3.26,0.62,8.9,2,1.0,R,Desc,1.0,7.6923076923076925,0.5641081741631055,0.1596022372679835,2.3501,1.2355025325692481,3.176413631771036,2.611957656129378,1.1753780934737244,4.4901,1.2901014454400852,79.21178001,2.0001,1.1892219798129464,0.8667253922039619,-1.8340839207061457,1
3495,0.31,1.36,5.1,0.31,0.9897,3.14,1.97,13.4,1,2.92,R,***,1.0,0.0,0.24912653967426235,0.8779298736108994,2.3601,1.3774588735174138,3.1756332827352813,3.3875264693312,1.1748635300632844,4.3701,1.4247115308373575,179.56268001,1.0001,1.4070978078921492,0.7066390575435977,-0.1300091188581351,1
3496,-0.6,2.8,1.1,0.031,0.9946,3.16,0.36,6.5,3,4.1,MB,**,2.0,7.6923076923076925,0.8726947167353687,0.7803529549845558,1.4500999999999997,1.4983379804717125,3.1439364009202277,2.5627989472462374,1.1756181971213207,4.3901,1.2587015179069687,42.251300009999994,3.0001,1.5027774613664031,0.9665894269909979,-0.24780707966423315,1
3497,1.7,0.48,7.4,0.053,0.96575,3.18,0.53,15.6,2,1.12,M,Desc,3.0,0.0,0.854566877907307,0.2706967456104591,3.7501,1.2842400737095656,3.1934376352275566,2.6198052946698485,1.1711538131301722,4.4101,1.2794925151991605,243.36312001,2.0001,1.2066715864692208,0.9615315272648777,-1.3061742568269072,1
3498,-0.26,0.28,61.6,1.162,0.99556,4.12,1.02,18.2,2,3.02,R,***,3.0,0.0,0.8893165877359775,0.5768348087813835,1.7900999999999998,1.2599532861839393,3.5465140803463187,7.9414827328703375,1.17576588012204,5.350099999999999,1.3343453316337683,331.24364001,2.0001,1.4159868301487346,0.9711583699203153,-0.5499262553695404,1
3499,0.56,0.02,1.6,-0.419,0.9937,3.28,0.44,10.7,3,1.71,R,*,1.0,0.0,0.5558687897923721,0.1399693077284504,2.6101,1.2261169997086927,3.1479511367055033,1.6341127557108448,1.1754796937425986,4.5100999999999996,1.2686129284109968,114.49214000999999,3.0001,1.283058118665015,0.8635442585196746,-1.9652071391802433,1
3500,0.19,0.28,11.6,-0.098,0.9907,3.36,0.64,11.4,2,5.12,B,***,2.0,0.0,0.7800694216531631,0.0008823835658881007,2.2401,1.2599532861839393,3.2252019635922213,2.252633553557071,1.1750176618731383,4.5901,1.2924237860693326,129.96228001,2.0001,1.5728584127600682,0.9398594399038628,-6.868598332867015,1
3501,0.22,0.38,14.0,0.059,1.02455,3.12,0.49,10.0,3,2.08,M,Desc,3.0,7.6923076923076925,0.8981950253368913,0.7183966875634269,2.2701000000000002,1.2722705276128494,3.2429397488191145,2.635571377387802,1.1801996167855888,4.350099999999999,1.274691513076216,100.00200000999999,3.0001,1.3247721945267767,0.9735726477698377,-0.33051408893291645,1
3502,-0.79,0.77,16.5,0.129,0.9939,3.64,0.52,11.7,4,2.93,M,*,3.0,0.0,0.8629709625850895,0.400013962357596,1.2600999999999998,1.3171803128544215,3.2611122456057497,2.826671864527862,1.1755104765022466,4.8701,1.2782973296746656,136.89234000999997,4.0001,1.4079943116586355,0.9638862773175901,-0.9158620425842839,1
3503,0.3,2.26,-1.4,-0.312,0.9959,3.19,0.5,13.1,2,1.0,R,*,3.0,0.0,0.6380395876547502,0.2866612190812695,2.3501,1.4564834065840702,3.1236283163365344,1.8186600615122055,1.1758181711758562,4.4201,1.2758968508762987,171.61262000999997,2.0001,1.1892219798129464,0.8938159234468314,-1.2489047288841413,1
3504,0.335,0.1,1.6,-0.453,1.03646,4.61,0.65,9.6,4,1.93,R,Desc,1.0,0.0,0.35094372673752294,0.3205205242931527,2.3851,1.2368259941281783,3.1479511367055033,1.5794868250347736,1.1820067409815558,5.8401,1.2935802771829035,92.16192000999999,4.0001,1.3083399737549222,0.7697950983943393,-1.137317542528984,0
3505,0.48,0.07,23.0,0.089,0.99684,3.28,-0.29,11.1,3,1.0,B,Desc,3.0,7.6923076923076925,0.7904189095522174,0.2968928534439045,2.5301,1.232842776912688,3.30699003076421,2.7158364753873756,1.1759627042648002,4.5100999999999996,1.1678419546259624,123.21222000999998,3.0001,1.1892219798129464,0.9429605790755187,-1.2138534456140275,0
3506,0.46,0.65,-60.2,0.05,0.9976,3.16,0.42,8.7,3,3.01,B,**,3.0,0.0,0.2299400236476008,0.5691848873464945,2.5101,1.303851759791075,2.4562673997374453,2.611957656129378,1.1760795218552127,4.3901,1.2661568398219183,75.69174000999999,3.0001,1.4151054406307986,0.692634322452748,-0.563273202565999,1
3507,0.36,0.38,10.2,0.192,0.99274,3.27,0.43,6.4,2,3.79,R,****,1.0,0.0,0.10240366305335391,0.8329821859521025,2.4101,1.2722705276128494,3.2147182433949273,3.0104814014221692,1.17533190282223,4.5001,1.2673866690002664,40.96128001,2.0001,1.4794018075856923,0.5659839387973296,-0.182553900498932,1
3508,0.22,2.79,15.1,0.052,1.01444,2.94,0.35,9.4,2,2.18,M,***,3.0,0.0,0.36196850319335006,0.9772602361658651,2.2701000000000002,1.4975942184009259,3.250973208654203,2.617186798841301,1.178659068929105,4.1701,1.2574460038286217,88.36188001000001,2.0001,1.3353963787579999,0.7757672893074105,-0.02284109676267737,1
3509,0.16,1.45,1.3,0.248,0.99344,2.21,0.5,9.5,2,2.28,M,**,3.0,0.0,0.8783895276572207,0.3641149623203098,2.2101,1.3859882034179887,3.145544140226227,3.183878157076233,1.1754396725392553,3.4401,1.2758968508762987,90.25190001,2.0001,1.3457728765652024,0.9681620819035441,-1.0098530309057097,1
3510,0.42,0.31,9.2,0.048,1.0182,3.22,0.61,8.7,3,6.45,B,***,1.0,7.6923076923076925,0.7766000383911266,0.6103698236840382,2.4701,1.263686374530769,3.2071665933523357,2.606738961251562,1.1792327178828457,4.4501,1.2889355564861567,75.69174000999999,3.0001,1.652115955770781,0.9388129646297564,-0.4934321481031789,1
3511,0.13,1.29,12.7,0.628,0.98188,3.32,0.81,12.4,1,1.18,R,**,3.0,16.666666666666664,0.5098153470752901,0.4058883429870943,2.1801,1.3707136954637518,3.233368029393106,4.655735963728816,1.1736561220941897,4.5501,1.3116760709385378,153.76248001,1.0001,1.2151198170995612,0.8450813263282294,-0.9012890885627144,1
3512,1.52,0.26,14.7,0.291,0.998365,2.99,0.73,9.4,1,6.35,M,*,2.0,0.0,0.8622850503044756,0.6390240661411191,3.5701,1.2574460038286217,3.2480588441884795,3.3237710607590114,1.1761970728388966,4.2201,1.3027224329743134,88.36188001000001,1.0001,1.6465438910215242,0.9636947368030011,-0.4475666454886807,1
3513,-0.26,0.28,3.2,0.066,1.00716,3.22,0.04,10.5,4,1.76,B,Desc,3.0,7.6923076923076925,0.45937202265278543,0.30458084370299343,1.7900999999999998,1.2599532861839393,3.1606961258558215,2.654085099459129,1.177546000101554,4.4501,1.216510848771234,110.25210000999999,4.0001,1.2889355564861567,0.8233630727884318,-1.1883015956068494,0
3514,0.19,0.49,-5.1,0.047,0.9932,3.4,-0.3,12.7,3,1.47,R,*,3.0,0.0,0.2358245285618087,0.16124717341451367,2.2401,1.2854187742853884,3.0928253203077607,2.6041335252254427,1.1754027262613453,4.6301,1.1662691846687434,161.29254000999998,3.0001,1.2536567227380548,0.6970197854775468,-1.8238402575706867,1
3515,-0.98,-0.5,-41.6,0.123,0.96462,2.92,-0.61,14.9,2,2.44,R,*,1.0,0.0,0.8742654821294801,0.8696236432540537,1.0700999999999998,1.1485331950731228,2.7232710531805724,2.8097626118265255,1.1709779096274433,4.1501,1.1140052311785753,222.01298001,2.0001,1.3618923074518512,0.967023969591895,-0.1395136008360272,1
3516,1.41,0.04,1.6,0.225,0.9962,3.48,-2.15,3.1,3,1.15,B,Desc,1.0,0.0,0.197067717512581,0.8004278673372534,3.4601,1.2288205727444508,3.1479511367055033,3.1114846758158037,1.17586430454808,4.7101,0.1,9.610620010000002,3.0001,1.210917804469813,0.6664552139061192,-0.22241204710896068,1
3517,1.68,0.31,2.8,-0.91,0.99126,3.06,1.36,10.9,2,2.22,M,***,1.0,0.0,0.41896848465745384,0.09690585862488565,3.7300999999999997,1.263686374530769,3.1575243276272933,1.0001000050001667,1.1751039491997248,4.2901,1.3687680911517008,118.81218001,2.0001,1.339575943419011,0.8046378050416628,-2.332390815660989,1
3518,0.29,-1.03,-27.8,0.611,0.98983,2.99,1.38,13.5,3,2.41,M,**,2.0,0.0,0.03783370965427435,0.7898322802491781,2.3401,1.0488305171029064,2.8800316958957546,4.5772574100676096,1.1748835706291783,4.2201,1.3707136954637515,182.25270000999998,3.0001,1.3589133922297945,0.44165005832548704,-0.23573520655622493,1
3519,0.91,-1.27,12.1,0.058,0.96961,3.3,-0.6,11.7,1,1.04,M,*,3.0,0.0,0.8011846240234282,0.9548774840247612,2.9601,0.9924396939761624,3.2289214934583343,2.6329371233569505,1.1717540900146055,4.530099999999999,1.115809177286861,136.89234000999997,1.0001,1.1951237142160949,0.9461542966494901,-0.04600725420751113,1
3520,0.33,-0.46,1.2,-0.342,1.02431,3.16,0.51,11.0,2,2.63,M,**,1.0,0.0,0.8778473346032046,0.3214663246585172,2.3801,1.1550774357032265,3.1447405788052,1.7649105337375748,1.1801631157664694,4.3901,1.277098782283054,121.00220001,2.0001,1.3803195758008662,0.9680126820138084,-1.1343725069420463,1
3521,0.33,0.34,54.4,0.089,0.99542,3.16,2.17,9.3,2,1.3,R,**,1.0,0.0,0.2562770203197259,0.675527160186559,2.3801,1.2673866690002664,3.505454292440015,2.7158364753873756,1.1757443464836446,4.3901,1.441695191503619,86.49186001000001,2.0001,1.2315064179595772,0.711651668705088,-0.39202871661392097,1
3522,0.445,0.05,3.3,0.054,0.98005,3.42,1.79,9.1,1,2.75,B,**,3.0,0.0,0.4611637064436055,0.2640469841632611,2.4951,1.2301656943727042,3.161487585279315,2.6224264103039094,1.17337303137842,4.6501,1.4088891062124738,82.81182000999999,1.0001,1.3915881189563788,0.8241643693627817,-1.331031724733205,1
3523,0.25,0.29,12.4,0.049,1.02449,3.09,0.72,9.6,3,1.59,R,Desc,2.0,0.0,0.20331746776234294,0.0706794399691889,2.3001,1.2612013346324789,3.2311470560840894,2.609347004016859,1.1801904918483106,4.3201,1.301590161463838,92.16192000999999,3.0001,1.2686129284109968,0.671671890989931,-2.6473739558508216,0
3524,1.48,0.39,39.3,0.106,0.9986,3.85,0.45,19.2,7,2.49,B,Desc,2.0,16.666666666666664,0.6272826497202079,0.32802065351704857,3.5301,1.2734827462711917,3.414325676568691,2.762400367140538,1.176233176196431,5.0801,1.269835642138463,368.64384000999996,7.0001,1.3668141546756092,0.8900258492777064,-1.114198514367113,0
3525,0.61,0.28,1.6,0.147,1.02338,2.15,1.06,14.0,3,3.07,R,***,2.0,0.0,0.9954737379997101,0.7535499233238235,2.6601,1.2599532861839393,3.1479511367055033,2.878012638864975,1.1800216423184142,3.3801,1.3385347189289332,196.00280001,3.0001,1.4203692773750147,0.9989198494754153,-0.28275095250941673,1
3526,0.3,-0.55,4.25,0.032,0.9916,3.26,0.47,11.3,2,2.73,M,*,1.0,0.0,0.9548057836344406,0.17421131954984148,2.3501,1.1401922912252656,3.168976971860852,2.5653630280201973,1.175156328661414,4.4901,1.2722705276128494,127.69226001000001,2.0001,1.3897289953181282,0.9885597849266784,-1.7465822830483047,1
3527,0.28,0.79,1.7,0.555,0.99096,3.16,0.5,12.7,2,1.46,R,****,2.0,0.0,0.11574264535750667,0.4615105174584039,2.3301000000000003,1.319362816879954,3.148752243255213,4.327976016263241,1.1750577262101891,4.3901,1.2758968508762987,161.29254000999998,2.0001,1.2523859599370715,0.5835427147811383,-0.7729091145707898,1
3528,0.23,0.2,11.4,0.253,0.99268,3.53,-0.76,9.7,2,2.38,M,*,3.0,0.0,0.7518286257647282,0.47734506967740875,2.2801,1.249832766442518,3.223710541699486,3.1998374127523697,1.1753226640383954,4.7600999999999996,1.0858291858938547,94.09194000999999,2.0001,1.355914756649005,0.9312374225134998,-0.7391856325928104,1
3529,-2.05,-0.75,-15.8,0.089,1.01463,3.49,0.62,10.8,1,2.37,M,*,1.0,0.0,0.17701191994162335,0.492742013958967,0.0001,1.104851357641445,2.998147358640493,2.7158364753873756,1.178688076607433,4.7201,1.2901014454400852,116.64216001000001,1.0001,1.3549107762513617,0.6488300953301631,-0.7074498496747798,1
3530,0.34,0.86,1.4,0.174,0.9903,2.98,-0.52,10.6,3,2.22,B,*,3.0,0.0,0.3421010589566579,0.6681494634192511,2.3901,1.3269175121418062,3.1463470862848397,2.956777521116262,1.1749560164279642,4.2101,1.1299352618191134,112.36212000999998,3.0001,1.339575943419011,0.7649024899708416,-0.40300760992530144,1
3531,1.29,1.78,8.5,-0.323,0.9959,2.89,0.39,8.8,2,2.53,R,***,2.0,0.0,0.005718283406829339,0.6527146843298597,3.3401,1.4159868301487346,3.201848525815788,1.7987644274368908,1.1758181711758562,4.1201,1.2624456889436466,77.44176001000001,2.0001,1.3707136954637515,0.2775114185281337,-0.42637382819349523,1
3532,0.57,0.36,20.0,-0.537,0.98667,3.98,0.69,11.0,2,3.95,B,***,3.0,0.0,0.6925915484319681,0.7844546600702939,2.6201,1.269835642138463,3.2860542630603566,1.4522295555274223,1.1743961399328258,5.2101,1.2981754981186309,121.00220001,2.0001,1.4916038412876078,0.9123314129428526,-0.2425656830172991,1
3533,1.07,1.65,19.4,-0.535,1.00714,2.99,0.73,11.9,4,1.0,B,**,3.0,0.0,0.9070072362964848,0.5692287545296784,3.1201000000000003,1.4043979646720541,3.281818742199432,1.4551369210348628,1.1775429378698137,4.2201,1.3027224329743134,141.61238001,4.0001,1.1892219798129464,0.9759512866875784,-0.5631961566786279,1
3534,0.18,0.79,14.3,0.041,0.95362,3.19,-0.02,9.9,3,2.23,B,**,1.0,0.0,0.6766020837795179,0.6629559049932465,2.2301,1.319362816879954,3.2451366136803412,2.588555504869192,1.1692614182469296,4.4201,1.2080919712364773,98.01198001,3.0001,1.3406147455887614,0.9070212290397486,-0.41080917958749213,1
3535,-0.4,-0.97,13.2,0.064,0.99018,3.25,-0.79,13.0,2,3.37,MB,****,2.0,0.0,0.7990980564093643,0.7231249430419746,1.6501,1.0615965024012595,3.237059512828809,2.648782233893398,1.1749375209022106,4.4801,1.0799227994756095,169.00260000999998,2.0001,1.4458486830036947,0.945537827930432,-0.3239554095391666,1
3536,0.52,1.69,-1.3,0.24,0.9975,3.26,-0.13,9.3,3,1.51,R,***,1.0,7.6923076923076925,0.8659953230939139,0.4952480616867092,2.5701,1.4079943116586355,3.1244482731039644,3.1585087447722273,1.1760641531083458,4.4901,1.1921838028580334,86.49186001000001,3.0001,1.2587015179069687,0.9647294690631358,-0.7023784341646024,1
3537,0.34,0.23,64.8,-0.312,0.98346,3.96,-0.5,9.2,2,1.4,MB,Desc,3.0,0.0,0.9835625550251244,0.1892107933139875,2.3901,1.2536567227380548,3.56431394607591,1.8186600615122055,1.1739003745389565,5.190099999999999,1.133385275281079,84.64184000999998,2.0001,1.2446789196447394,0.9959188872411243,-1.6640612535277364,0
3538,0.18,-0.2,1.4,0.036,1.01807,3.34,0.6,9.8,1,1.0,R,***,1.0,0.0,0.7879502033541403,0.8206930485748357,2.2301,1.1951237142160949,3.1463470862848397,2.57564503042776,1.1792128982434154,4.5701,1.2877664951527747,96.04196001000001,1.0001,1.1892219798129464,0.9422236291872571,-0.19741416088408534,1
3539,0.5,0.26,1.6,0.029,0.99974,3.27,0.78,16.8,2,1.0,M,**,2.0,7.6923076923076925,0.5576697714529282,0.5847972727470105,2.5501,1.2574460038286217,3.1479511367055033,2.557678471534282,1.1764082687249007,4.5001,1.3083399737549222,282.24336001,2.0001,1.1892219798129464,0.8642426014078336,-0.5362206606032626,1
3540,0.15,0.26,5.55,0.051,0.95839,4.45,3.12,7.4,1,1.2,R,**,1.0,0.0,0.14002139643259537,0.03626488197633615,2.2001,1.2574460038286217,3.1791403340925477,2.61457092019977,1.1700066791468335,5.6800999999999995,1.5151468037416609,54.76148001,1.0001,1.2178971249778023,0.6119463806041435,-3.31257042781173,1
3541,-0.74,1.66,14.3,0.436,0.9991,3.7,-2.15,9.2,3,2.36,B,*,1.0,0.0,0.4953210933678185,0.2545319692113358,1.3100999999999998,1.405299642117307,3.2451366136803412,3.842410868749134,1.1763099807911561,4.9300999999999995,0.1,84.64184000999998,3.0001,1.353904559049737,0.8390122647346601,-1.3677100469213368,1
3542,1.07,1.73,23.6,0.037,1.06381,2.15,0.34,17.0,2,1.47,M,Desc,2.0,0.0,0.47803493616944626,0.41043887708320403,3.1201000000000003,1.411563310177679,3.311129810123338,2.5782219637100847,1.186125516775327,3.3801,1.2561867176898298,289.00340001,2.0001,1.2536567227380548,0.8315975436660569,-0.8901444758435622,0
3543,0.21,0.36,65.35,0.02,0.99146,2.69,2.39,13.4,2,1.18,R,****,1.0,0.0,0.7659238460400469,0.12543838050985578,2.2601,1.269835642138463,3.5673465844028125,2.534762641208585,1.1751347614960266,3.9201,1.4597092317649283,179.56268001,2.0001,1.2151198170995612,0.9355705412361279,-2.0746854249286257,1
3544,-2.05,-0.01,1.4,0.074,0.99067,1.23,-0.33,13.1,2,1.0,B,***,3.0,0.0,0.6336995783177958,0.1742461135162987,0.0001,1.2220277960864727,3.1463470862848397,2.675402937913603,1.1750130388012932,2.4601,1.1615122979460661,171.61262000999997,2.0001,1.1892219798129464,0.8922925835143473,-1.7463827606475977,1
3545,2.53,0.27,-57.0,0.041,0.99535,3.17,0.43,3.5,3,3.61,M,***,2.0,16.666666666666664,0.2238149835268184,0.15393157747211172,4.5801,1.258701517906969,2.508557560539018,2.588555504869192,1.1757335792207473,4.4001,1.2673866690002664,12.250700010000001,3.0001,1.4653034984445183,0.687979345980558,-1.8702240933916092,1
3546,0.49,0.26,-37.5,0.062,1.00003,3.99,0.64,5.1,3,3.4,R,*,1.0,0.0,0.9317972781813041,0.3275157004660665,2.5401000000000002,1.2574460038286217,2.772662788989377,2.643489963460135,1.1764527973354166,5.2201,1.2924237860693326,26.011020009999996,3.0001,1.4483236975101943,0.9825510753005594,-1.1157383543644408,1
3547,0.48,0.28,68.3,0.147,0.99642,3.24,2.46,9.3,3,5.23,R,**,1.0,0.0,0.5782970479068487,0.4389151407753561,2.5301,1.2599532861839393,3.583482020000633,2.878012638864975,1.1758981322370088,4.4701,1.4653034984445183,86.49186001000001,3.0001,1.579878738025915,0.8721228430843838,-0.823090296712564,1
3548,0.485,0.29,2.1,0.026,0.9918,3.01,1.38,12.4,4,2.07,R,**,2.0,0.0,0.26294692982976975,0.37477476331772996,2.5351,1.2612013346324789,3.1519505704301434,2.550016934171875,1.1751871368379874,4.2401,1.3707136954637515,153.76248001,4.0001,1.3236956157170052,0.7162337771612296,-0.9810097668067302,1
3549,2.37,0.9,-8.0,0.029,0.94915,2.64,0.59,10.7,4,2.08,R,***,1.0,0.0,0.8205113143360897,0.8461461944110585,4.4201,1.3311771974739814,3.0680225899654587,2.557678471534282,1.1685617333260168,3.8701000000000003,1.2865942412251632,114.49214000999999,4.0001,1.3247721945267767,0.9518078434908834,-0.16687694772698997,1
3550,0.55,0.31,5.2,-0.536,1.01454,3.9,-1.22,4.4,2,1.38,M,**,2.0,0.0,0.25767614166471686,0.2782877584509448,2.6001,1.263686374530769,3.176413631771036,1.4536825114398262,1.1786743363951926,5.1301,0.9820473116354195,19.360880010000002,2.0001,1.2420778042859848,0.7126201840417599,-1.278533617465298,1
